=== NPC Trace: chicken_60 ===
Abilities: [1, 1, 1, 3]
Simulation: M=64, N_coop=4, k=4, T=256
============================================================

Tourn Step |              Pre-Location -> Post-Location             | Action                             | W/L   | share_obs              | transfer     | extend_own

T 235 step  2 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 235 step  3 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 235 step  4 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 2/L 2 |                        |              | 
T 235 step  5 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 235 step  6 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 2/L 4 |                        |              | 
T 235 step  7 |           BattleZone@coop0 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 4 |                        |              | 
T 235 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 235 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 235 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 3 |                        |              | 
T 235 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 3 |                        |              | 
T 235 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 3 |                        |              | 
T 235 step 13 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 2/L 3 |                        |              | 
T 235 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 235 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 235 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 236 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 236 closed | sack: 1 (+0) ---

T 236 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 236 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 0/L 3 |                        |              | 
T 236 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 0/L 4 |                        |              | 
T 236 step  5 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 0/L 4 |                        |              | 
T 236 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 236 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 236 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 236 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T 236 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 1 |                        |              | 
T 236 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 236 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 3 |                        |              | 
T 236 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 3 |                        |              | 
T 236 step 14 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 5/L 3 |                        |              | 
T 236 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 3 |                        |              | 
T 237 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop1 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 237 closed | sack: 1 (+0) ---

T 237 step  2 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 237 step  3 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 0/L 3 |                        |              | 
T 237 step  4 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 0/L 4 |                        |              | 
T 237 step  5 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 0/L 4 |                        |              | 
T 237 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 237 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 237 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 237 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 3 |                        |              | 
T 237 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 4 |                        |              | 
T 237 step 11 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 1/L 4 |                        |              | 
T 237 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 4 |                        |              | 
T 237 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 4 |                        |              | 
T 237 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 4 |                        |              | 
T 237 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 4 |                        |              | 
T 237 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 4 |                        |              | 
T 237 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 4 |                        |              | 
T 238 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop0 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 238 closed | sack: 1 (+0) ---

T 238 step  2 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 238 step  3 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 238 step  4 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 238 step  5 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 4 |                        |              | 
T 238 step  6 |           BattleZone@coop0 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 1/L 4 |                        |              | 
T 238 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 238 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 238 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 238 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 238 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 3 |                        |              | 
T 238 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 3 |                        |              | 
T 238 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 4 |                        |              | 
T 238 step 14 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 3/L 4 |                        |              | 
T 238 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 4 |                        |              | 
T 238 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 4 |                        |              | 
T 239 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop0 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 239 closed | sack: 1 (+0) ---

T 239 step  2 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 239 step  3 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 239 step  4 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 239 step  5 |           BattleZone@coop0 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 1/L 3 |                        |              | 
T 239 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 239 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 239 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 239 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 239 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T 239 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 239 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 3 |                        |              | 
T 239 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 4 |                        |              | 
T 239 step 14 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 4/L 4 |                        |              | 
T 239 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 4 |                        |              | 
T 239 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 4 |                        |              | 
T 240 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop0 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 240 closed | sack: 1 (+0) ---

T 240 step  2 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 240 step  3 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 240 step  4 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 240 step  5 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 4 |                        |              | 
T 240 step  6 |           BattleZone@coop0 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 1/L 4 |                        |              | 
T 240 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 240 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 0 |                        |              | 
T 240 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 240 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 240 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 3 |                        |              | 
T 240 step 12 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 2/L 3 |                        |              | 
T 240 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 240 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 240 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 240 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 3 |                        |              | 
T 241 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop3 | a_move->coop3                      | W 1/L 0 |                        |              | 
  --- Tournament 241 closed | sack: 1 (+0) ---

T 241 step  2 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 0 |                        |              | 
T 241 step  3 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 0 |                        |              | 
T 241 step  4 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T 241 step  5 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 1 |                        |              | 
T 241 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 1 |                        |              | 
T 241 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 6/L 1 |                        |              | 
T 241 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 7/L 1 |                        |              | 
T 241 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 7/L 2 |                        |              | 
T 241 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 8/L 2 |                        |              | 
T 241 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 8/L 3 |                        |              | 
T 241 step 12 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 8/L 3 |                        |              | 
T 241 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 8/L 3 |                        |              | 
T 241 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 8/L 3 |                        |              | 
T 241 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 8/L 3 |                        |              | 
T 241 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 8/L 3 |                        |              | 
T 242 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 242 closed | sack: 1 (+0) ---

T 242 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 242 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 242 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 242 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 242 step  6 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 3 |                        |              | 
T 242 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 242 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 242 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 242 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 3 |                        |              | 
T 242 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 3 |                        |              | 
T 242 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 4 |                        |              | 
T 242 step 13 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 2/L 4 |                        |              | 
T 242 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 242 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 243 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop1 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 243 closed | sack: 1 (+0) ---

T 243 step  2 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 243 step  3 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 0/L 3 |                        |              | 
T 243 step  4 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 0/L 4 |                        |              | 
T 243 step  5 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 0/L 4 |                        |              | 
T 243 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 243 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 243 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 243 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 243 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T 243 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 3 |                        |              | 
T 243 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 4 |                        |              | 
T 243 step 13 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 3/L 4 |                        |              | 
T 243 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 4 |                        |              | 
T 243 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 4 |                        |              | 
T 243 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 4 |                        |              | 
T 243 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 4 |                        |              | 
T 244 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop3 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 244 closed | sack: 1 (+0) ---

T 244 step  2 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 244 step  3 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 244 step  4 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 244 step  5 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T 244 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T 244 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 244 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 2 |                        |              | 
T 244 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 3 |                        |              | 
T 244 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 6/L 3 |                        |              | 
T 244 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 6/L 4 |                        |              | 
T 244 step 12 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 6/L 4 |                        |              | 
T 244 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 6/L 4 |                        |              | 
T 244 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 6/L 4 |                        |              | 
T 244 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 6/L 4 |                        |              | 
T 244 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 6/L 4 |                        |              | 
T 244 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 6/L 4 |                        |              | 
T 245 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop3 | a_move->coop3                      | W 0/L 1 |                        |              | 
  --- Tournament 245 closed | sack: 1 (+0) ---

T 245 step  2 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 245 step  3 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 245 step  4 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T 245 step  5 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 1 |                        |              | 
T 245 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 245 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 2 |                        |              | 
T 245 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 3 |                        |              | 
T 245 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 6/L 3 |                        |              | 
T 245 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 7/L 3 |                        |              | 
T 245 step 11 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 7/L 3 |                        |              | 
T 245 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 7/L 3 |                        |              | 
T 245 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 7/L 3 |                        |              | 
T 245 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 7/L 3 |                        |              | 
T 245 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 7/L 3 |                        |              | 
T 245 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 7/L 3 |                        |              | 
T 246 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 246 closed | sack: 1 (+0) ---

T 246 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 246 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 246 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 246 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 4 |                        |              | 
T 246 step  6 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 1/L 4 |                        |              | 
T 246 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 246 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 246 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 246 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 246 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 3 |                        |              | 
T 246 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 4 |                        |              | 
T 246 step 13 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 2/L 4 |                        |              | 
T 246 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 246 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 246 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 247 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 247 closed | sack: 1 (+0) ---

T 247 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 247 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 247 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 247 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 4 |                        |              | 
T 247 step  6 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 1/L 4 |                        |              | 
T 247 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 247 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 247 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 247 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T 247 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T 247 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 3 |                        |              | 
